Server_ID,Hostname,IP_Address,OS_Type,Server_Location,CPU_Utilization (%),Memory_Usage (%),Disk_IO (%),Network_Traffic_In (MB/s),Network_Traffic_Out (MB/s),Uptime (Hours),Downtime (Hours),Admin_Name,Admin_Email,Admin_Phone,Log_Timestamp,Instance_Size,Total_Network_Traffic (MB/s)
ed8a0d8e-4ac0-402e-b843-7d75c42290e5,srv-app01,gAAAAABptDwz3-Ia_kFEqlsfBpCKrgipqX7rv946KJVZdZZ7puASEhNn7DiYaqg5E7hziH5ifLNECVwW6i8e4NaMQmxcmIV3Mw==,Windows Server 2022,"London, UK",71.17,87.33,89.55,79.05,114.25,18.58,5.42,gAAAAABptDwzyLKS8t71YipQDR7qjx2EY9YaMaoB4DmEmPCGJmejRl0BWMAbkPkxzqlFreKuS0HCHKiBeGI3NsPw8ejl2-2YwQ==,gAAAAABptDwz5wRRSaRWQhEubqHw41eo8b6T7SJJysRpAU18UKDE-rGMdJjPobgILZs1iuyK_rQQeAXrse-fiFiSq9JWNQY3x2UUqu4j6mxKPqpDqcO_GKg=,gAAAAABptDwzmSxjYNeEANhGK7nLqhbSU42t0L5GCPaddgbpCAm2PsRif7m602RdwhwzguymBq9yKt27KQN_tiobofS6w8K-2A==,2025-02-23 03:36:00,Large,193.3
ae7df33b-0c12-4151-87af-c74f30afd233,srv-backup01,gAAAAABptDwzmr09IFffs6hnScfGDZblMbAiwLZg2SJUhI5AD-2Wn8jy9of_x2yhLphNoQj3DZaV2115gFeauRXx5jZ2RUZ3Sg==,Windows Server 2022,"Tokyo, Japan",68.1,39.47,88.96,75.64,141.35,18.09,5.91,gAAAAABptDwzhy45pj5CTYl4vvhE__bO_d4mXyo0Y24JLAM0fNw-7yrTv6omK6hLnF6ttbxY5ZWWcdfNygohXO4ikz9CEUkSRQ==,gAAAAABptDwzlcaFi9kwxAln0TDsMIoo9EcFVAllbjq6C8I0YhSnYpWD0-lnDfb8DiombQA1Xj0wWvZfNNtocbXDYYhb7YJIVyLgqvAkoaB3ERpEKWZICpI=,gAAAAABptDwzbKMi9wlvdAN9FIqi09OVJ5_XHGXxQqR1Dl7m_dXRatQgQiEfTcPUwwNdYY7U2PvzJB8MH381Ok1xdenY-oPMHw==,2025-02-02 06:32:00,Medium,216.99
8b98821a-6cef-445c-b007-4ca8eb18563f,srv-cache01,gAAAAABptDwzn6p23seBk7cw_xXvyYxIJDIJbliuDDb2Qo0VIaHREGvlNh7o-jtgkSvJ68ECpwEq7YqW8WnKq2krpzeOou8LbA==,Red Hat Enterprise Linux,"London, UK",49.97,41.02,97.5,62.77,78.02,19.24,4.76,gAAAAABptDwzSvSbz5fGs3Ncf4UkcxV4z9O0_mL_L2FqJu_Cugc7ONC8mlZCGOpsMcoEnX_KluLtXb-Y8UVVeTvqPUQeUZdn0dGfza_8m3Mi_2uF1xjfxnw=,gAAAAABptDwztyWqoC9Dt3hHYk9nhGP0PBcsKTBKxF-71uCmvUDfQtrWLx_169AljPub-0rfg4yzdkSmJkopN3i1RYB5wQ6L7Hvy4I2GbM9pQRySwOzPU7U=,gAAAAABptDwz53C9RHYtYi9Gs-t-E9wn3JwhddIGhZXYuGxH7dnE4Y7CgCMnxHup6KU70kEo9GgbBw80c9kkNGbXhblkgE8APw==,2025-02-26 03:27:00,Medium,140.79
af0bb3fb-f46f-4eda-b608-67393ddbc67f,srv-analytics02,gAAAAABptDwzkzf9SWWIKdo_7XJ3CelhUs0l1JrownuLA4Sv_odjmXo4NF0bCDBC77pzDMRMQBeHzQjUBNVZXJOYLcXqRkOppA==,Windows Server 2022,"London, UK",44.67,32.45,21.09,140.55,74.98,21.89,2.11,gAAAAABptDwzOzrUsrZsbjA9u_ygdKzDeSps_ixIVpoP43wST82FR8WV4KSA3p24I3l84N2Kf8pYCecwd56znrIkSYxwpY1MBA==,gAAAAABptDwz6pnqT8DCO8eR4ZpGKv5y0cBK6tvpxshNILwMU0IPpS4Pt2SzSxJV-EF5VHPm8Y4jO8GtoWGjptPgtONBOe2m8z1Kd58vQuNOmTnnVaHcZNk=,gAAAAABptDwzIjUw-UNRZvSxKn_saI1n3wNgSgDX1GtP_n4dgyg1NyEct7DNUplyF8KOC3eXZ_l2QkIGtnu1Llji-nLZnKPdRg==,2025-02-20 13:39:00,Medium,215.53000000000003
f9aa7de8-8fec-4850-bb5c-590d1fd3b179,srv-database01,gAAAAABptDwzeDwBavwfWh4Ddwza_rzu7Pp9VTpEN9TuWHncOiWnbxO-4NA7YWOW9zp9mluHsCsEbNR8PZywZO3cqeF11MJfdw==,Windows Server 2022,"New York, USA",95.33,81.06,42.16,92.46,63.8,21.2,2.8,gAAAAABptDwzTxbIqz58pYSwXM6ZzBzDTsaQmWwdZy7E7TyLdqNkITcJJC2qhRSSbrYy2nkGRiLJtMwcXO-PH82OBBDwDAB7mFzZyNFGsbRcA1ACgYmtBk4=,gAAAAABptDwzDSG-5bcT-F0mMbwrMUu0lAS1pChaspZU_rp63P8CvkVdfH50TNlfTqrv-xATeM-oOuc89l6njo7R4ELt9Y2qAVDdcJ2t00wsnGwjTazc_ho=,gAAAAABptDwzTsUVqVk_hm9k6vv80eGmUtHSXGKcSFE5IEtukPwYZSOZ1-RWAzARFfqbRkrChGboMfCNFlnbfNX0vQIis6cXaQ==,2025-02-19 19:53:00,Large,156.26
32f0a94c-9d01-4d3f-9769-4d1ff9acf7d6,srv-analytics03,gAAAAABptDwzD_IN9uQK6zTupsYPMXQgrwqvryJgw_Ey0BpmeZBhC7GNzazLa4yYj3062Ib9q_KAWWC34j3QUv-WjTelm-Soew==,Red Hat Enterprise Linux,"Sydney, Australia",66.37,41.0,81.15,134.57,112.61,18.95,5.05,gAAAAABptDwzFSrVyYkrbsr8dEsTCNCIMFDi1uoNjhmX0EGAtgABzEvQU7leEq3mJnfrSKskxK0q5JwL490PsaC7JNN71khheakrOEOyFflntTleUrEDNR0=,gAAAAABptDwzLQDkn__KgH8yRGpc0qVDV3e2KGa6gtgARmU6kA45ObL-usfrExnlC5HYsk-OsEjYvJjmJQQCbNpEaBvAh1qZo4Gsoli4QaZmbCsFsFwaxnM=,gAAAAABptDwzDkwSvRLt4S5zRhxL2uYEwE3x1bGnc9_a3GFoR97eva1C8W54n3KNKdOrURYGLUOh-qS2le5hPMaP3cVYi5FnuA==,2025-09-03 22:41:00,Medium,247.18
a8fcbe97-16a7-4408-a2ad-dfbd2c531107,srv-database01,gAAAAABptDwzlLHh5cENDmSK_Qdj17h77Db-USE_8kO0yDNKaX6rj1bKEmDy3T6QGr1eLo8VCdot7EK8kKwjikoARYiJ2x3kFw==,CentOS 8,"Berlin, Germany",45.87,72.67,61.55,142.08,147.92,18.01,5.99,gAAAAABptDwzLx4xegof6yJwPqila7SoT5V3rvzkc5hAnY2FLcHVdc29CVOm2hXKhZXJknuJTylJofhWfYLxdiHkyxUy7aQ1wg==,gAAAAABptDwz8xDT8erqSH5jGQUCwHGKHg2bHBb6d6LzClN7U4KBgzfq2I3bBMJ92nXBdrUTbPfa_bcE1PwiHJm_yGv3YT4kSDgsLHidtk_xzHfkt5a33wo=,gAAAAABptDwzpWZM5EF3oiS0atedvdv3TlF51YdUl8Ic9vgVJKrgRPtApDK8OWQwmYeIi4SLKNdda26eFSA7AXWedjbpFE4KFQ==,2025-01-03 16:46:00,Large,290.0
a70f79c3-66c6-4c43-820b-7b0f220277ae,srv-app01,gAAAAABptDwz4OulCjfDl5Dq42592voRUwEIWp8yhOSFwMRZMcBALRyqxw3QbqOa1zFEMAeCYdbsmjFmxnbCUhF46paBm0X_mw==,CentOS 8,"Sydney, Australia",93.07,59.55,56.15,11.73,103.41,18.46,5.54,gAAAAABptDwzhxUmN5jBUhANWxJK5SPft5Cr3NloJ98QmchW1iVSQx3oWKs2Dfm9rrFImWgRMwN83yuQAVkfZJJWdmkeQR91ng==,gAAAAABptDwzCUWBq05RizIxfuaNQ8BMmmUD64AzsCtlgLWuczMmL7YlvQBitKLWZYzzI1TUHf9Xky7CnkTJlB3FV1EJXv_woTiUXZ2jHrTL70BU9XNbDnE=,gAAAAABptDwzZ8LqsDGcomSEq8YrW8GsURz1m28tJkcccTVnmvINwUUm5GfoGiq7e_aWozgvmdHG5iwSksL9ZvaQsaXZR_KuXA==,2025-02-27 10:15:00,Medium,115.14
231ff169-049b-469e-afe2-106af40e371e,srv-backup02,gAAAAABptDwzLK8yBZp4TwCC7nAsGMQcj4ucY0LBalyCOsT-_Z9mNjaHhJ-w1nxC3CpC5966d2tWW3VL6ctbOvt6gnYWFzMn9A==,CentOS 8,"Tokyo, Japan",76.93,56.28,92.79,15.82,27.08,19.95,4.05,gAAAAABptDwzFngBLx6JCvgAlmEvvF7CwfqSHYaVwfANVCGrlGnEo6IN_UcxoI80regLN5GPJGNl_AGFIfIdSvAq2FFSXrj4JA==,gAAAAABptDwzKuhwfQNp7T7nq84g6WFmRHCzm9lQfaNm7Lu76I_0cpeDHXd59S0n-7egmpaDa531OogCoGjTVXpRvKcBm9Xy69sFy367lXoW2r1S-GPbd6U=,gAAAAABptDwzKIOu2y8VPsvbvyVuUcdZcew9oB-pUmohUcpQz_EEt86Jtur-bAvgr7IQUpcSTSxPT3anSjaq6F5xoazlhAVoFg==,2025-01-22 17:21:00,Medium,42.9
1ce1db28-d790-4d9b-ab97-a4fca8dc8779,srv-api02,gAAAAABptDwz-zhmWGTl8C2jG7evhcr5C07fc1TIvNnBNTbXcFDE90NGvVNJYOxX3lpbGAnHxEnC_uMRYS-nzroAjIhEsOopHw==,Ubuntu 20.04,"Sydney, Australia",35.8,28.95,68.74,108.85,60.86,22.99,1.01,gAAAAABptDwzAaVz01-Qh4fpd_k-ovoZZ5hiGxlkxyRTY8mxohwHIsonUie32TKOVSs9FAm1gmG7i2SYDRzfBzRuO-3z2hl62g==,gAAAAABptDwzUEw9EqlWs9uEn02TP0tZzWXXfpYYp8tBlOIKwXcU4F5lay6o-26atq92guEnoUTPPqap16CMY7SQ4VL4wnqb5t86HiOgX_jHsJhoyqhhgeU=,gAAAAABptDwzFWzI9sB6ehF9mh-uqsq53x4efxXZZWv5X5MD2RYZZ8SVEXH5HduAP8tp5ceazub4HbphsE6e_Z9ofp79OCqsMg==,2025-02-26 07:51:00,Small,169.70999999999998
9a6dae07-ccb4-4e9c-8613-5b43b4975e86,srv-analytics03,gAAAAABptDwzx8wOD3yb_WHEGWxvU7qx51RlBLQJcWSF4dMVZfQk_3A8K6Q4CRrmmFALzsjziuxTANZR67HbSGuu4gQm_75ydg==,Windows Server 2019,"New York, USA",63.94,48.38,27.88,84.25,125.11,20.18,3.82,gAAAAABptDwzAnRk4TLAuCC7OHGNCfgtB96ukdWsSi1wBR0HB_hCjvDs2sWH-rNZeq99DuTYextBYIJdLyEqPNBXk4C9EbCfSQ==,gAAAAABptDwzcgGJUtjkIrX0b483BhNIrV0C8sOnrW6xceYAooIgnNvw2JykahfFRicRnz6_OoDOZDiWRhyDIaqoehUjsHj2AkH3AabRysTNdFRPErHvTT8=,gAAAAABptDwzRhqP-UST5iuCrVdAsLCx8EjKOKht-LyyLlPh-1jLKoRS5YGvEE8TVE_aQtipB89h9JCKDG983F5ohNepy_CJwg==,2025-01-27 08:44:00,Medium,209.36
a7c76fdd-51bd-4184-95e0-816870acd370,srv-web01,gAAAAABptDwzTBpxs7Xjv-aP2gVXpX21c0JljV-Oa23dImft1ad8A-LKTfEMssDieX6A0lZZImWftDLugK6WYzDgdElyu7iQhA==,CentOS 8,"Sydney, Australia",90.0,62.69,13.56,120.22,99.88,21.38,2.62,gAAAAABptDwzj3KJ6ztMc16b5mGhS2FSJu9-S5V_ERlVu_3GfHmvWD7rnO_0tINculBT9_mzKrgKclpAjEc3NsSMR8Q2pGOI1g==,gAAAAABptDwz7Ir_bp7vgWyBadGXbFVHsDYfCFOGZwC7cVjR-pKzAZUmBOlkYIV0C2NtZ5phEdMNQr3FX0oHpVxVN9ZHhIPBpKq0iSuEPdjlIzCRk4c_Qig=,gAAAAABptDwzpHGrBukLPC_RS1LCJBbaXKMifGzZB1VSNRnQLHIBF7cYwgIsSoxD7O-U9mbUXqtB06PBqce1wHIFsX-1LUashw==,2025-08-02 06:50:00,Medium,220.1
dbe127fa-83b3-46ce-823d-0a2cdeab02c2,srv-analytics02,gAAAAABptDwzWmmJi3ZKsmfEpTf7hOr59Oj3EO76vHnYnwv3EkEczDCvHMlHZrFSxGZADW7lOQeRGpQK3J2SL_KaZ5zhrdtn4w==,Ubuntu 20.04,"London, UK",88.46,72.3,26.69,126.83,43.41,21.98,2.02,gAAAAABptDwzbFpP9Xy1KuLXB6ohPeZq8crthP2ILY0v3CeCzdVH8w1TH_YZsW5T1JWZHW3wIDS-OrrFu3HaJgCmVnHOs9emhQ==,gAAAAABptDwzZ1PgTbK0hCnKb3mRXLwOuhh-wz3aR36aMyl8tGS_Zw3z757F3ikb134pxG01i5quz6xfdT_5MZzt1-nQp3KWOpEd_af_W8CRj5bYpxlYNLw=,gAAAAABptDwzOZ056TdOw82Q0_AtbDQvn1y6cy-HoHw14p7ZlP6QTQZxEcohUkesZceIpXLoiS30XLtBwsixpKJztBF1qIApJw==,2025-02-15 01:14:00,Large,170.24
3761fb3d-cbbe-4c10-b712-6069e3b8f788,srv-backup03,gAAAAABptDwzEyPT5yKVysjN3z83A2kNCqMNdsvBt0QKF2e7Y1GxCim7EnpQgWoz7KDRfRmg0Qoyfz6YI7tJDruhDMJJC0f2oQ==,Ubuntu 20.04,"Berlin, Germany",93.09,55.27,20.66,63.86,88.11,21.47,2.53,gAAAAABptDwzjO3kcMkbwB8oAWqOEibpWjPdyn1YFOUiJgmTl6BTHYHqIVrWS4AEA3eK0-BXPZOGm9JYshdv2cp5UewpbImxjw==,gAAAAABptDwz7NgFnyCyYMDIBLECrKph9kanskO7Uz7NA5lQhpYJxqN5d900vU-Mx8zm4rvqHy2T1DJKc9APnvWP83zUd83-wltdLdfOm9MdHPRO5CrYLIA=,gAAAAABptDwzT9vgPAYpJXVm85a6Sowopmly772CfV4zwRvBPz4fpOh129uxd5q7ld79901fGhxvJ4CqQ5vXETsKB05dwz8ybw==,2025-01-20 09:04:00,Medium,151.97
e337f92b-bf7d-49b9-98a4-c11b2399116b,srv-analytics03,gAAAAABptDwzW4wkePt32-bcKOeffZO7trURmlgPub7cH4DomsODZhujv6TEdiSqAUgF-XKWu1XUuI6yX_JLYqVAc8OHEigSBg==,Windows Server 2019,"London, UK",63.86,82.91,23.01,16.73,128.57,19.79,4.21,gAAAAABptDwzurPrL5fgHpHCwOfkvJatjrz9p8q3tDGfOYWkwFX1KECAP9xtFfUJHPRF_L_67U1P7mQ1l0IfTxymltVQEtB_YA==,gAAAAABptDwzrfd8Z3lqP0_UB47-Z8GZm-vJMNgg8LFGFLfSA5eAuFd2YkmUAtW_DyLWN70nQ8qd1ZgEsDM53U4B41trYKPlTGHLt6xy49r3c7xGZca7F34=,gAAAAABptDwztMmqOJnsk4GT0r-jYtPggDsHacj0jcfijRqYNVgbois2m4clNGq2pXQTae50pYu-cBFhehx548pmGQKH4EkIgA==,2025-04-02 09:33:00,Large,145.29999999999998
b6168a70-520f-49bd-9fe1-fd673f7d8b14,srv-database01,gAAAAABptDwzewnQSD1KDre9W30sl4nB5zJqiMpSj3JnhRd9BKD1MowTpOl949cObDOyK07fB_3hc5Ta0O49K9xRtKKpX-gUjw==,CentOS 8,"Berlin, Germany",94.59,81.31,83.31,111.1,84.15,22.21,1.79,gAAAAABptDwzfJGptlJ822tjzIoGgZlqmguV1nqvYNgMRUjoNgTwXtPrtGl8DQdRZWliJ2IjGt9opkajqCu8vyN-IuMUDqWjQQ==,gAAAAABptDwzWD42n4iHnxlYgEDV_Glz52G-0NuJq9roj4fU0EXoX5XJ70X5fCnPfVdNQozF3Ds5wRV6Qsmyog6eCqws-BPVEwOLA9uuG5_NvDguKwpoRxA=,gAAAAABptDwzMscGUeAkVcQ9XykR61qTsfaGzeQDJMvP4Gr7pSYzSpaQGXAFbXE5JHjj-dQLMyH05aUCtKRMx6kTJ7kx0Eue5g==,2025-01-03 07:24:00,Large,195.25
60158035-6a06-47a7-ab95-636f9364b04c,srv-app03,gAAAAABptDwzYUtL-5Uv4OZFjwAKfibN_PcDx4vnaep4aDood4yLHGDAiKxiLGl0sGmzwETHwko58KU2m2MqsDokbc9sQBOQqw==,Ubuntu 20.04,"New York, USA",96.18,75.8,98.98,87.12,132.49,18.81,5.19,gAAAAABptDwzzARFp5XPUmN7yFndwyctakDJG3Rk-yiEH4Nq7NlBzqvO0o-pSie75iQVngmmTGGjYoaeKsKF0qkKz6idp_uVNg==,gAAAAABptDwzA0Mlv2GmxUC3d0AlUFPWTJUOlO1GCNkTWFoL5PyMVuQ28B279FV-aJjZkkb2BY8sgel2Y9vAJRKjTwzwA350-dnuRyuH2jJVYYv-2one7AE=,gAAAAABptDwzKM1u2grBsXBWELWxcHAPlN3Y9b4IXoCgTFYO2eyHUe2Bkm67GowrNXD4O1FWm_4FSIhQpC67PGfs_MiQSyQ6wQ==,2025-02-02 00:40:00,Large,219.61
cbc4a707-4692-4a12-87e9-d79ca6c71bfa,srv-web01,gAAAAABptDwzLdnkK0ysCvzhdUwQ_qSZGJatzuzuy7WYnXt-OpCYgejLjjv-WVyvaEgkwQFpq3LEAVEMBkjVfGGCqb1doCzexQ==,Windows Server 2022,"Berlin, Germany",57.89,93.66,64.08,78.82,149.25,21.51,2.49,gAAAAABptDwzY_RxRiUSiNM426p0wDc1Y87XazFnL2q6o55sDKr8H3K7c-AZnD5ykJvFcENz9-1dC0GG0oojqiRStY_yIQrB1KzjzyZsB8mGYMOo6ICNCi4=,gAAAAABptDwz9f4iO2GchrB7KMotLTUlxo1_GX4i0eNJYOZbkWzCcnAak6-_G4BH1hUOIF9ju1ROqOKNn6rRL7gSufNIJfTixfmS4zQl-i1rRJQ6FUpefz8=,gAAAAABptDwzSFEnDlnWBL_1ErH7vu1_Ua_OkjgDLoH492BG9xVNto_R8tWRgjO5SxanN3WYPa3qd-XnVfZXceSILi0kwCecAQ==,2025-02-16 18:59:00,Large,228.07
5bd5e8f7-1339-4060-961c-894129724f45,srv-database03,gAAAAABptDwzEce2UaGeah1xVLFtjJz8icmWL3Hdubsyem6O2lL-2s0n81bR3cbqwbdmQiph1Ugq0FWZtJoeArWxte7miW8bVg==,Windows Server 2022,"Tokyo, Japan",24.65,55.57,30.66,50.22,140.05,22.36,1.64,gAAAAABptDwzfOlUuRFkb-5lKxjdFq33ZXUxK5MPpifAZ69JSttxoPOssob4Uf-e253ZwOt6R_GlJv-67zeDL37uMbSRIen3Hg==,gAAAAABptDwz6FWqXHgJzs9TVF0eMwU4WIy46TedU3NBG6U64NTlrSsSMxw26vUm6s1x2Gakeo1Ndz8bTKSnpBZhWZfNfn9UYtzo7maTDYXWwNllbqaeEwg=,gAAAAABptDwz6jmMdOM38ZODoUsn19-rTZdgqF2qTIPYl5Pw9gLd7anRoKLAlRAK8TRqBeszICnX8SnMDxgXbAkmtTsjPkEb9w==,2025-02-23 19:02:00,Medium,190.27
270cd957-a331-4dc2-bbcf-85b91e292784,srv-cache03,gAAAAABptDwzoTzAZe-lKraW9uT1aQxiky7ZvhA4ggC3nxIEfA6Ke3_owvlYbDwLXI4xtTkKJPbq0dssaV7_jYKKmS3zgIz2kg==,Ubuntu 20.04,"Berlin, Germany",62.76,76.1,52.29,34.2,142.94,18.66,5.34,gAAAAABptDwzdguG29c-m9b2VDxTfjGYwMSq27RQBP-CdwA230QQiMNPfTotml-nMBSVYlu1wdThUQraStMirYDwnA8CQkrUAg==,gAAAAABptDwzIv-w3Ix17Dr-_Qce5HxOrblSRwtlFZB9avKRNRX3vtgkmtR62yAVEBL4M9U76JfdtT4tpJiay7Ib_Xwq6EbTi7MU05hRsMTrCHPJ9_mAhPU=,gAAAAABptDwzmIuc7fbQACKY1PGj_sLu0UXp0k_AyxuVMPthQ-aa41qOS-X5MgEWnirSk9UTDZft5LzVp1YP9j6CQ9iRBR1E0A==,2025-02-27 09:36:00,Large,177.14
9406ae9e-d19d-4be8-9b8a-8792b27db871,srv-cache02,gAAAAABptDwzesygUifUdXwNH_y239pU2ycMhzCezl66kX_5mWGpEUuEHpy999hRX1rs1n8JzviQFEclHw7F1juV60QMOK1NvA==,Windows Server 2019,"Sydney, Australia",83.13,28.77,25.79,82.17,55.36,19.38,4.62,gAAAAABptDwzCc34jAKOzWiwgp1PBYMpfKh-p_vxEM2vS8pmjl83cD2k8R4cqtQRGXfff9kAFRs7Q6hf-seg5FK-dlllSi7vWg==,gAAAAABptDwznwPUTBV37VXjT-50swtRgjt1W9F8L56_E9jWtEIOPV0ppR3Pz8r8HV4hfgRYTK2Nz0QMstVaZ5kANQk8LAGZ-Doilo249OyHblfLPWN2T3c=,gAAAAABptDwzRys5uutoEvnM5GADSN3g_hoJ2egT95DTJsCHacK-GmID_XGMYucEuK74YbFuMD93gAia_ito6e0oPgLTVneh1Q==,2025-01-28 06:40:00,Small,137.53
f0dc3a9a-113e-4f4a-a272-3338a300ab00,srv-app03,gAAAAABptDwzkvaYueW0xYIzzoV5SRaff-fwMpVWp0tEKRXchOrln23K2H86ktcPbzqnVtS_Lmo0FoRgTiH53SnGZpXW8JhVdg==,Ubuntu 20.04,"New York, USA",48.93,68.43,82.21,125.12,73.54,21.94,2.06,gAAAAABptDwzrXZFvmE6_auO3z-N9tQvWfK1HTug6BD_Aiv6e71J3nbY-a-39gLXTL3n8nfGCx8fS9N5s3HVfYJzL3GmzBb-dg==,gAAAAABptDwzZr5k8NRALxTpi9_GOtJ779MDCvoiWF38HbX6Y1u265mviq2gLc1AEvmisSMDhaNfxI0X0dw67XfX58-nX_EpygH05VnykVkl6CEkbKZE8zw=,gAAAAABptDwzf6jfgJDkNkHWk3LM4N7OYrXOiGzv1caDAptFTBB3fREoVVbJWZp3eYvWfTJ78uO5DuK8GSJHNARRMk5r1_o1qA==,2025-02-02 17:31:00,Medium,198.66000000000003
436cc765-63b1-4e27-bdf4-2bb787eb5205,srv-cache03,gAAAAABptDwzEyRcPp7fPAGwc_Brx0juecQUnBvSsHZ_TyeG1GssGlkNXXcQUJlNfpVkD6EMEtcoQxG6uOoGxEZry7QFCE3n5g==,Red Hat Enterprise Linux,"Berlin, Germany",14.02,39.26,74.72,125.74,35.52,18.64,5.36,gAAAAABptDwzxld9PQerZ9PZiA2tlAZU87-b6nVd47iV2TTPF00caluLYFOJxUjgqdlk4DlfK7aCYnIfGpzU1qtBeokHtmch2Q==,gAAAAABptDwzSwbEXhGU-ZafFbFl7qo1VzrAF2M9MOgWDxUGZQeLAEY5AEMtUT0DStwkjTp7SkSagoNVBB4wQ57-Nz16nU-QJzH6szz2VKOQqAQCkk-aC5E=,gAAAAABptDwzSob7LweBR1GriCxtsC_egxYukrWIVzx7t1U4ovWJfA2V-TOvnAy_Kk7mby1XN7x45bHM_eg12rNefzZgGC35BQ==,2025-02-19 13:06:00,Medium,161.26
1ca0a88a-f163-421b-8fe2-7ef72d14a685,srv-analytics03,gAAAAABptDwz6h8sNmLNiY0ARNffgBcFJhm6Q6QNBjGTuj9PHUUJADJOyBLr2qdwkRY4qktljU4V3IrxqFuIEQzWoBO7H7rhEw==,Windows Server 2019,"Tokyo, Japan",10.57,20.79,84.73,131.93,50.77,20.73,3.27,gAAAAABptDwzOEpiwqM5NJ-mUpkBr3Sug_G7PdFU7RPzIn9FuQk5ulSvmCxi9tiL3TxBOxXujQuOjrHx9hGdKC28-tgUDtSvCQ==,gAAAAABptDwzA8z_cIh0TseljgmJASzsEaDiTqgpvH_ag_BItH6HlkPghHyjTKHZIeVgx8Umwvw1lRsLab-yuxHEhqcFY3JuU0km062rVUx_pF4w3eAP5wU=,gAAAAABptDwzlraaywQfMSgjAhI4tByb_CyhhAWkjHQ37vGfq4-jqDxJm6Fs9hcz2OuK_U40CiVde53-JPsFWeYIrhYMVrQAjA==,2025-03-15 13:50:00,Small,182.70000000000002
67ddb04e-fb22-4796-be49-c6ffc6972747,srv-api03,gAAAAABptDwzjqKjGR8_h519VA2tdIL0Hn0VtBg0El5o0MhUvkp9mk4HyAszJfxr-B0kjOVMdS05nyYkvG4xNaitn8-xrjAzrw==,Red Hat Enterprise Linux,"New York, USA",48.86,89.53,78.01,76.42,142.39,22.3,1.7,gAAAAABptDwzZXW3Ibl2KOsNEMf9BTARnT_J--FsaRD0JajbCPD7bxCb3UkMBWfNfQ_EZOzotTdhAB7YmVzq9sK8yk-DgSSP1w==,gAAAAABptDwzgYbJ64E6mzrsGVAbFBaTdy3Y3zMnvb56ae_QMxJvzUcn_oHIyHzyMeIEqaFAvNEc_SdRm5w24Plfti_NyUlfAQ909MQRQWjql3FcBac6XD4=,gAAAAABptDwzxCOsy8ZnwTwJk7-TZmkEN6QA14FERRBboU6YBvL3f1wsF1fe3RlM9uRVd6XTSV4IHmZeRsfD_vs0rpaL41EByw==,2025-05-02 12:02:00,Large,218.81
c4c9ea03-7b9d-483d-b434-6b8d850010ca,srv-backup02,gAAAAABptDwzirxgirjSCp_AQRZD7cMy-ctgNrh7AqNZnYyHevpYMNjjrYARCRX4QBtO3uU1BUaRVR0us73Z4gk29whLgcJLyw==,CentOS 8,"New York, USA",44.08,46.08,69.97,149.17,12.15,18.89,5.11,gAAAAABptDwzvEKM0ER_qTeSnoBcGvY0fIJP-HHvI3rm9HyyhCWMjtyuG8D-9SU2XFoXMspt8TP_C3wrzJWWzTVLQYyvQEjngQ==,gAAAAABptDwzb3iDh5B1yisGXtyWxEzQyVfyZCIxdq0WUSxsPQlTIiTKBo7E6i66WPZsMtC5OQn6duhwSjjcn_YrkacJAgrN-SzOVNrXobMbn7VZ4PR00mk=,gAAAAABptDwz-8EM_eoEcE90JVXxVVUtfF7YMYGgXyIkImcKAgCtYsfMhbcQzD9Vu5NyYEgcXsGhhGhftmt9G3IFE0gUURlavw==,2025-02-25 17:20:00,Medium,161.32
07b5619c-8ed1-4226-a35c-880b76379cab,srv-web03,gAAAAABptDwzFpi1HGAxCVyvoxg-LWlUnpFNJlZrwoyr5B6qnPo8cMEFM1oqS-fUcf1icH38dm8lUXHaDuJErE6MdkRvkJoaXA==,Windows Server 2022,"Berlin, Germany",63.36,94.26,27.6,145.69,55.57,21.88,2.12,gAAAAABptDwzj6DAtDItP2iv6FMGyAM4lRtyuOOWgzN5JEDKL7t8duenMCefxsnPgmWKCW3wGiXE1Kg-vxLcDBwBaMa5_P8R_Q==,gAAAAABptDwzUMVGdIzTPKNCIS0NegYs1aaGf_-AbBt2cC7EnjoZeAL9ifvvEbbLiQUujD26QZxjB7htk62U__oJynein8pBnjjjUTf8B6SRNHcsS9o3XRE=,gAAAAABptDwzrH-LhMbrLqdtA4FP2Of0DRTq56whJ9bfOE__j8MbKwyg3ExzBnNmTqx8-QN9MAKw6ESRRRhhBuQlf2Sda8QZKQ==,2025-07-02 07:45:00,Large,201.26
